,Number,OwnerName,Location,LocationAddress,LocationCity,LocationState,LocationZip,County,Status,NextInspectionDue,NextInspectionDueOther,MachineType,Manufacturer,UnitType,InsertedAt,LastSeen
6704,2600381,MARSH OAKS HOA,MARSH OAKS II,CONWAY ST. &amp; 48TH AVE,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-04-09 00:00:00.0000000,,Hydraulic,WESTINGHOUSE,Passenger,2018-10-05 07:29:12.1612269 +00:00,2018-10-05 07:29:12.1612123 +00:00
6705,2600382,ANDERSON INN,ANDERSON INN - AZAELIA BLDG,2600 N OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2013-11-16 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:29:12.9476968 +00:00,2018-10-05 07:29:12.9476834 +00:00
6706,2600383,ANDERSON INN,ANDERSON INN - GARDENIA BLDG,2600 N OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2013-11-16 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:29:13.6919091 +00:00,2018-10-05 07:29:13.6918872 +00:00
6707,2600384,CAROLINIAN MOTEL,CAROLINIAN MOTEL,2506 N. OCEAN BLVD,MYRTLE BEACH,SC,29577,HORRY,Active,2018-09-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:29:14.4946715 +00:00,2018-10-05 07:29:14.4946476 +00:00
6708,2600385,CAROLINIAN MOTEL,CAROLINIAN MOTEL,2506 N. OCEAN BLVD,MYRTLE BEACH,SC,29577,HORRY,Active,2018-09-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:29:15.2280200 +00:00,2018-10-05 07:29:15.2280065 +00:00
6709,2600386,BOARDWALK BEACH RESORT,BOARDWALK - SOUTH TOWER,2206 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-05 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:16.0005492 +00:00,2018-10-05 07:29:16.0005356 +00:00
6710,2600387,BOARDWALK BEACH RESORT,BOARDWALK - SOUTH TOWER,2206 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-05 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:16.7874957 +00:00,2018-10-05 07:29:16.7874799 +00:00
6711,2600388,COMFORT INN &amp; SUITES,COMFORT INN &amp; SUITES,601 S. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-01-19 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:29:17.5626979 +00:00,2018-10-05 07:29:17.5626818 +00:00
6712,2600389,COMFORT INN &amp; SUITES,COMFORT INN &amp; SUITES,601 S. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-01-19 00:00:00.0000000,,TRACTION W/STEEL ROPES,SOUTHERN ELEVATOR,Passenger,2018-10-05 07:29:18.3171657 +00:00,2018-10-05 07:29:18.3171418 +00:00
6713,2600390,ATLANTIC PARADISE INN,ATLANTIC PARADISE INN,1401 S. OCEAN BLVD,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-21 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:29:19.1082245 +00:00,2018-10-05 07:29:19.1081999 +00:00
6714,2600391,BUENA VISTA PLAZA,BUENA VISTA PLAZA,4000 N. OCEAN BLVD.,N. MYRTLE BEACH,SC,29586,HORRY,Active,2019-07-30 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:29:19.8468250 +00:00,2018-10-05 07:29:19.8468110 +00:00
6715,2600392,BUENA VISTA PLAZA,BUENA VISTA PLAZA,4000 N. OCEAN BLVD.,N. MYRTLE BEACH,SC,29586,HORRY,Active,2019-07-30 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:29:20.5824510 +00:00,2018-10-05 07:29:20.5824063 +00:00
6716,2600393,CRESCENT TOWERS HOA,CRESCENT TOWERS I,2609 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-05-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,WESTINGHOUSE,Passenger,2018-10-05 07:29:21.3282612 +00:00,2018-10-05 07:29:21.3282436 +00:00
6717,2600394,CRESCENT TOWERS HOA,CRESCENT TOWERS II,2501 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-05-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:29:22.1168778 +00:00,2018-10-05 07:29:22.1168537 +00:00
6718,2600395,SEA DUNES,SEA DUNES,605 S. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2010-02-06 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:22.8825486 +00:00,2018-10-05 07:29:22.8825343 +00:00
6719,2600396,THE WAVES HOTEL AT MYRTLE BEACH,THE WAVES HOTEL AT MYRTLE BEACH,2502 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-13 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:23.6881777 +00:00,2018-10-05 07:29:23.6881633 +00:00
6720,2600397,ANDERSON INN,ANDERSON INN,2600 N OCEAN BLVD,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2013-11-16 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:24.4824728 +00:00,2018-10-05 07:29:24.4824278 +00:00
6721,2600398,EMERALD SHORES MOTEL,EMERALD SHORES MOTEL,404 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Temp Decom,2015-09-22 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:25.2362888 +00:00,2018-10-05 07:29:25.2362691 +00:00
6722,2600399,SANDCASTLE MOTEL,SANDCASTLE MOTEL,1802 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-04-16 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:26.0101093 +00:00,2018-10-05 07:29:26.0100782 +00:00
6723,2600400,BOARDWALK BEACH RESORT,BOARDWALK - NORTH TOWER,2304 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-05 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:26.7501462 +00:00,2018-10-05 07:29:26.7501351 +00:00
6724,2600401,BOARDWALK BEACH RESORT,BOARDWALK -  NORTH TOWER,2304 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-05 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:27.5330398 +00:00,2018-10-05 07:29:27.5330232 +00:00
6725,2600402,BW GRAND STRAND INN &amp; SUITES,BW GRAND STRAND INN &amp; SUITES,1804 S OCEAN BLVD,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-13 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:29:28.3365881 +00:00,2018-10-05 07:29:28.3365726 +00:00
6726,2600403,THE BREAKERS (SEASIDE INN),THE BREAKERS (SEASIDE INN),2104 N. OCEAN BLVD,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2017-11-10 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:29.1522623 +00:00,2018-10-05 07:29:29.1522379 +00:00
6727,2600404,RIPTIDE BEACH CLUB,RIPTIDE BEACH CLUB - BLDG D,2806 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-04-10 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:29.8917051 +00:00,2018-10-05 07:29:29.8916518 +00:00
6728,2600405,RIPTIDE BEACH CLUB,RIPTIDE BEACH CLUB - BLDG B,2806 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-04-10 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:29:30.6289187 +00:00,2018-10-05 07:29:30.6288882 +00:00
6729,2600406,RIPTIDE BEACH CLUB,RIPTIDE BEACH CLUB - BLDG C,2806 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-04-10 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:29:31.3640232 +00:00,2018-10-05 07:29:31.3640114 +00:00
6730,2600407,HOTEL BLUE,HOTEL BLUE,705 S. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2018-12-01 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:32.1211268 +00:00,2018-10-05 07:29:32.1211156 +00:00
6731,2600408,HOTEL BLUE,HOTEL BLUE,705 SOUTH OCEAN BLVD,MYRTLE BEACH,SC,29577,HORRY,Active,2018-12-01 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:32.8745733 +00:00,2018-10-05 07:29:32.8745603 +00:00
6732,2600409,PEPPERTREE BY THE SEA,PEPPERTREE BY THE SEA,305 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-04-25 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:29:33.6058287 +00:00,2018-10-05 07:29:33.6058125 +00:00
6733,2600410,PEPPERTREE BY THE SEA,PEPPERTREE BY THE SEA,305 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-04-25 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:29:34.3823033 +00:00,2018-10-05 07:29:34.3822875 +00:00
6734,2600411,MARINER&#39;S WAY HOA,MARINER&#39;S WAY,4305 N. OCEAN BLVD.,N MYRTLE BEACH,SC,29587,HORRY,Active,2018-10-19 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:29:35.1425774 +00:00,2018-10-05 07:29:35.1425656 +00:00
6735,2600412,TIDEMASTER HOA,TIDEMASTER CONDOS. ,517 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-04-23 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:29:35.8740139 +00:00,2018-10-05 07:29:35.8739985 +00:00
6736,2600413,TIDEMASTER HOA,TIDEMASTER CONDOS. ,517 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Destroyed,2019-04-23 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:29:36.6578601 +00:00,2018-10-05 07:29:36.6573595 +00:00
6737,2600414,ATLANTIC DUNES HOA,ATLANTIC DUNES,929 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-09-24 00:00:00.0000000,,Hydraulic,SOUTHERN ELEVATOR,Passenger,2018-10-05 07:29:37.4353208 +00:00,2018-10-05 07:29:37.4353077 +00:00
6738,2600416,COURT CAPRI,COURT CAPRI,2610 N. OCEAN BLVD,MYRTLE BEACH,SC,29577,HORRY,Active,2018-12-19 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:29:38.2341607 +00:00,2018-10-05 07:29:38.2341498 +00:00
6739,2600417,COURT CAPRI,COURT CAPRI,2610 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2018-12-19 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:29:39.0239721 +00:00,2018-10-05 07:29:39.0239598 +00:00
6740,2600418,RADCLIFFE MANOR,SEA ISLAND INN ON THE BEACH,6000 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2018-08-10 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:29:39.8000202 +00:00,2018-10-05 07:29:39.8000031 +00:00
6741,2600419,RADCLIFFE MANOR,SEA ISLAND INN ON THE BEACH,6000 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2018-08-10 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:40.5744909 +00:00,2018-10-05 07:29:40.5744795 +00:00
6742,2600420,RADCLIFFE MANOR,SEA ISLAND INN ON THE BEACH,6000 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2018-08-10 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:41.3281937 +00:00,2018-10-05 07:29:41.3281807 +00:00
6743,2600421,ANCHORAGE II,ANCHORAGE II,5504 N. OCEAN BLVD.,MYRTLE BEACH,SC,29578,HORRY,Active,2019-05-30 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:42.1077286 +00:00,2018-10-05 07:29:42.1077094 +00:00
6744,2600422,ANCHORAGE II,ANCHORAGE II,5504 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-05-30 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:42.8912331 +00:00,2018-10-05 07:29:42.8912103 +00:00
6745,2600423,THE ANCHORAGE HOA,ANCHORAGE ,5515 N.OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-05-30 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:43.6295576 +00:00,2018-10-05 07:29:43.6295448 +00:00
6746,2600424,THE ANCHORAGE HOA,ANCHORAGE ,5515 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-05-30 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:44.3807400 +00:00,2018-10-05 07:29:44.3807261 +00:00
6747,2600426,SEA MARK TOWERS POA,SEA MARK TOWERS,311 69TH AVENUE N.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-04-02 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:29:45.1198574 +00:00,2018-10-05 07:29:45.1198458 +00:00
6748,2600427,SEA MARK TOWERS POA,SEA MARK TOWERS,311 69TH AVENUE N.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-04-02 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:29:45.9049813 +00:00,2018-10-05 07:29:45.9048811 +00:00
6749,2600428,ST. JOHN&#39;S INN,ST. JOHN&#39;S INN,6803 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2019-03-09 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 07:29:46.7238316 +00:00,2018-10-05 07:29:46.7237556 +00:00
6750,2600429,BRIGADUNE HOA,BRIGADUNE CONDOS.,9500 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2018-11-28 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:47.4909371 +00:00,2018-10-05 07:29:47.4908934 +00:00
6751,2600430,BRIGADUNE HOA,BRIGADUNE CONDOS.,9500 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2018-11-28 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:48.2408510 +00:00,2018-10-05 07:29:48.2408338 +00:00
6752,2600431,K. A. DIEHL,SANDS BEACH CLUB - N. TOWER,9400 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-30 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:49.0116569 +00:00,2018-10-05 07:29:49.0116399 +00:00
6753,2600432,K. A. DIEHL,SANDS BEACH CLUB - N. TOWER,9400 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-30 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:49.7670314 +00:00,2018-10-05 07:29:49.7670155 +00:00
6754,2600433,K. A. DIEHL,SANDS BEACH CLUB - S. TOWER,9400 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-30 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:50.5755137 +00:00,2018-10-05 07:29:50.5755016 +00:00
6755,2600434,K. A. DIEHL,SANDS BEACH CLUB - S. TOWER,9400 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-30 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:51.3664104 +00:00,2018-10-05 07:29:51.3663946 +00:00
6756,2600435,K. A. DIEHL,SANDS BEACH CLUB II,9400 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-30 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:52.1409119 +00:00,2018-10-05 07:29:52.1408999 +00:00
6757,2600436,K. A. DIEHL,SANDS BEACH CLUB II,9400 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-07-30 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:52.9139244 +00:00,2018-10-05 07:29:52.9139049 +00:00
6758,2600437,PELICANS LANDING HOA,PELICANS LANDING,9516 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-11 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:53.6994735 +00:00,2018-10-05 07:29:53.6994473 +00:00
6759,2600438,PELICANS LANDING HOA,PELICANS LANDING,9516 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-11 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:54.4439490 +00:00,2018-10-05 07:29:54.4439300 +00:00
6760,2600439,PELICANS LANDING HOA,PELICANS LANDING,9516 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-11 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:55.2279015 +00:00,2018-10-05 07:29:55.2278195 +00:00
6761,2600440,PELICANS LANDING HOA,PELICANS LANDING,9516 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-11 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:56.0466042 +00:00,2018-10-05 07:29:56.0465832 +00:00
6762,2600441,PELICANS LANDING HOA,PELICANS LANDING,9516 SHORE DRIVE,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-11 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:29:56.8232332 +00:00,2018-10-05 07:29:56.8232189 +00:00
6763,2600442,LONG BAY RESORT,LONG BAY RESORT,7200 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-06-27 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:57.6403611 +00:00,2018-10-05 07:29:57.6403466 +00:00
6764,2600443,HILTON MYRTLE BEACH RESORT,MYRTLE BEACH HILTON,10000 BEACH CLUB DR.,MYRTLE BEACH,SC,29572,HORRY,Active,2023-04-04 00:00:00.0000000,,Other,OTHER,Wheelchair Lift,2018-10-05 07:29:58.4167955 +00:00,2018-10-05 07:29:58.4167789 +00:00
6765,2600447,"NAMAN VISTA, LLC",DAYS INN,205-77TH AVE. NORTH,MYRTLE BEACH,SC,29577,HORRY,Destroyed,2002-01-16 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 07:29:59.1883217 +00:00,2018-10-05 07:29:59.1883105 +00:00
6766,2600448,FOREST DUNES HOA,FOREST DUNES,5511 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-08-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:29:59.9435726 +00:00,2018-10-05 07:29:59.9435472 +00:00
6767,2600449,FOREST DUNES HOA,FOREST DUNES,5511 N. OCEAN BLVD..,MYRTLE BEACH,SC,29577,HORRY,Active,2019-08-06 00:00:00.0000000,,TRACTION W/STEEL ROPES,DOVER,Passenger,2018-10-05 07:30:00.6928556 +00:00,2018-10-05 07:30:00.6928434 +00:00
6768,2600450,FOREST DUNES HOA,FOREST DUNES,5511 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-08-06 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 07:30:01.4816882 +00:00,2018-10-05 07:30:01.4816728 +00:00
6769,2600451,OCEAN SAILS HOA - JUDY LONG,OCEAN SAILS,3307 S. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-09-24 00:00:00.0000000,,Hydraulic,SOUTHEASTERN,Passenger,2018-10-05 07:30:02.2320040 +00:00,2018-10-05 07:30:02.2319906 +00:00
6770,2600452,BEACH MASTER HOA,BEACH MASTER CONDOMINIMUMS,5200 N. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-04-16 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:30:02.9963458 +00:00,2018-10-05 07:30:02.9963208 +00:00
6771,2600453,PATRICIA GRAND,PATRICIA GRAND,2710 NORTH OCEAN BLVD,MYRTLE BEACH,SC,29577,HORRY,Active,2018-11-07 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:30:03.7734502 +00:00,2018-10-05 07:30:03.7734383 +00:00
6772,2600454,PATRICIA GRAND,PATRICIA GRAND,2710 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2018-11-07 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:30:04.5471488 +00:00,2018-10-05 07:30:04.5471360 +00:00
6773,2600455,PATRICIA GRAND,PATRICIA GRAND,2710 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2018-11-07 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:30:05.3504841 +00:00,2018-10-05 07:30:05.3504715 +00:00
6774,2600456,PATRICIA PARKING CORP. HOA,PATRICIA GRAND II PRK GARAGE,2710 N. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-08-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:30:06.1574185 +00:00,2018-10-05 07:30:06.1574002 +00:00
6775,2600457,DUNES VILLAGE,DUNES VILLAGE MOTEL,5200 N. OCEAN BLVD.,MYRTLE BEACH,SC,29572,HORRY,Active,2019-07-13 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:30:06.9263359 +00:00,2018-10-05 07:30:06.9263221 +00:00
6776,2600458,DUNES VILLAGE,DUNES VILLAGE MOTEL,5200 N OCEAN BLVD,MYRTLE BEACH,SC,29572,HORRY,Active,2019-07-13 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:30:07.6993230 +00:00,2018-10-05 07:30:07.6992886 +00:00
6777,2600459,HORRY CNTY SCHOOL DISTRICT,CONWAY MIDDLE SCHOOL,LAUREL STREET,CONWAY,SC,29526,HORRY,Active,2019-08-02 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 07:30:08.4920250 +00:00,2018-10-05 07:30:08.4920128 +00:00
6778,2600462,VIKING MOTEL,VIKING MOTEL,1811 S. OCEAN BLVD.,MYRTLE BEACH,SC,29577,HORRY,Active,2019-04-11 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:34:45.4322030 +00:00,2018-10-05 08:34:45.4321851 +00:00
6779,2600463,SHOREHAM TOWERS II HOA,SHOREHAM TOWERS II,2013 S. OCEAN BLVD.,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-05-08 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 08:34:46.2142438 +00:00,2018-10-05 08:34:46.2142141 +00:00
6780,2600464,GOLF GLENN VILLAS HOA,GOLF GLENN VILLAS,1101 POSSUM TROT ROAD,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-05-07 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:34:46.9956810 +00:00,2018-10-05 08:34:46.9956575 +00:00
6781,2600465,GOLF GLENN VILLAS HOA,GOLF GLENN VILLAS,1101 POSSUM TROT ROAD,N. MYRTLE BEACH,SC,29582,HORRY,Active,2019-05-07 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:34:47.7496111 +00:00,2018-10-05 08:34:47.7495861 +00:00
6782,2600466,DUNES CREST H.O.A.,DUNES CREST,3401 SEAVIEW STREET,N. MYRTLE BEACH,SC,29582,HORRY,Active,2018-12-05 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 08:34:48.5026747 +00:00,2018-10-05 08:34:48.5026527 +00:00
6783,2600467,21ST AVE PROFESSIONAL CTR,21ST AVE PROFESSIONAL CTR,"21ST AVENUE NORTH, SUITE 24",MYRTLE BEACH,SC,29577,HORRY,Active,2019-05-01 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:34:49.2811129 +00:00,2018-10-05 08:34:49.2810992 +00:00
6784,2600468,SEA POINTE HOA,SEA POINTE CONDOMINIUMS,6100 N. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-06-12 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 08:34:50.0415258 +00:00,2018-10-05 08:34:50.0415141 +00:00
6785,2600469,SEA POINTE HOA,SEA POINTE CONDOMINIUMS,6100 N. OCEAN BLVD.,N MYRTLE BEACH,SC,29582,HORRY,Active,2019-06-12 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 08:34:50.8146768 +00:00,2018-10-05 08:34:50.8146580 +00:00
6786,2600470,RICHMOND PARK POA,KINGSTON PLT. - ARROWHEAD CT,9760 N. KINGS ROAD,MYRTLE BEACH,SC,29577,HORRY,Active,2019-02-19 00:00:00.0000000,,Hydraulic,DOVER,Passenger,2018-10-05 08:34:51.5837438 +00:00,2018-10-05 08:34:51.5837313 +00:00
